huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
Epoch[1] Iteration[1/1608], loss: 5.5812, nitc_loss: 2.8677, ss_loss: 1.3477, citc_loss: 0.0004, ritc_loss: 1.3655, Base Lr: 1.00e-06
Epoch[1] Iteration[15/1608], loss: 5.0821, nitc_loss: 2.6305, ss_loss: 1.1267, citc_loss: 0.0008, ritc_loss: 1.3241, Base Lr: 1.43e-06
Epoch[1] Iteration[16/1608], loss: 5.3620, nitc_loss: 2.8125, ss_loss: 1.1901, citc_loss: 0.0009, ritc_loss: 1.3584, Base Lr: 1.46e-06
Epoch[1] Iteration[17/1608], loss: 5.2576, nitc_loss: 2.7452, ss_loss: 1.1596, citc_loss: 0.0009, ritc_loss: 1.3520, Base Lr: 1.49e-06
Epoch[1] Iteration[18/1608], loss: 5.2961, nitc_loss: 2.7442, ss_loss: 1.2002, citc_loss: 0.0010, ritc_loss: 1.3507, Base Lr: 1.52e-06
Epoch[1] Iteration[19/1608], loss: 5.1154, nitc_loss: 2.6246, ss_loss: 1.1783, citc_loss: 0.0011, ritc_loss: 1.3115, Base Lr: 1.55e-06
Epoch[1] Iteration[20/1608], loss: 5.0772, nitc_loss: 2.5571, ss_loss: 1.2147, citc_loss: 0.0012, ritc_loss: 1.3042, Base Lr: 1.59e-06
Epoch[1] Iteration[21/1608], loss: 5.0915, nitc_loss: 2.6599, ss_loss: 1.1182, citc_loss: 0.0009, ritc_loss: 1.3126, Base Lr: 1.62e-06
Epoch[1] Iteration[22/1608], loss: 5.2732, nitc_loss: 2.6874, ss_loss: 1.2448, citc_loss: 0.0009, ritc_loss: 1.3401, Base Lr: 1.65e-06
Epoch[1] Iteration[23/1608], loss: 5.1394, nitc_loss: 2.5569, ss_loss: 1.2645, citc_loss: 0.0012, ritc_loss: 1.3168, Base Lr: 1.68e-06
Epoch[1] Iteration[24/1608], loss: 5.1216, nitc_loss: 2.6716, ss_loss: 1.1296, citc_loss: 0.0010, ritc_loss: 1.3194, Base Lr: 1.71e-06
Epoch[1] Iteration[25/1608], loss: 5.1965, nitc_loss: 2.6365, ss_loss: 1.2315, citc_loss: 0.0010, ritc_loss: 1.3275, Base Lr: 1.74e-06
Epoch[1] Iteration[26/1608], loss: 5.2473, nitc_loss: 2.7775, ss_loss: 1.0902, citc_loss: 0.0018, ritc_loss: 1.3778, Base Lr: 1.77e-06
Epoch[1] Iteration[27/1608], loss: 4.8982, nitc_loss: 2.5846, ss_loss: 0.9951, citc_loss: 0.0014, ritc_loss: 1.3171, Base Lr: 1.80e-06
Epoch[1] Iteration[28/1608], loss: 5.1169, nitc_loss: 2.6352, ss_loss: 1.1509, citc_loss: 0.0018, ritc_loss: 1.3289, Base Lr: 1.83e-06
Epoch[1] Iteration[29/1608], loss: 4.9086, nitc_loss: 2.5940, ss_loss: 1.0024, citc_loss: 0.0020, ritc_loss: 1.3102, Base Lr: 1.86e-06
Epoch[1] Iteration[30/1608], loss: 4.9331, nitc_loss: 2.6287, ss_loss: 0.9636, citc_loss: 0.0017, ritc_loss: 1.3391, Base Lr: 1.89e-06
Epoch[1] Iteration[31/1608], loss: 5.0098, nitc_loss: 2.5853, ss_loss: 1.1093, citc_loss: 0.0015, ritc_loss: 1.3136, Base Lr: 1.92e-06
Epoch[1] Iteration[32/1608], loss: 4.8506, nitc_loss: 2.5183, ss_loss: 1.0124, citc_loss: 0.0015, ritc_loss: 1.3184, Base Lr: 1.95e-06
Epoch[1] Iteration[33/1608], loss: 4.9738, nitc_loss: 2.6198, ss_loss: 1.0152, citc_loss: 0.0017, ritc_loss: 1.3370, Base Lr: 1.99e-06
Epoch[1] Iteration[34/1608], loss: 5.0268, nitc_loss: 2.6318, ss_loss: 1.0238, citc_loss: 0.0020, ritc_loss: 1.3693, Base Lr: 2.02e-06
Epoch[1] Iteration[35/1608], loss: 4.9296, nitc_loss: 2.5093, ss_loss: 1.0750, citc_loss: 0.0014, ritc_loss: 1.3439, Base Lr: 2.05e-06
Epoch[1] Iteration[36/1608], loss: 4.8681, nitc_loss: 2.5592, ss_loss: 0.9699, citc_loss: 0.0017, ritc_loss: 1.3372, Base Lr: 2.08e-06
Epoch[1] Iteration[37/1608], loss: 5.0455, nitc_loss: 2.6332, ss_loss: 1.0697, citc_loss: 0.0027, ritc_loss: 1.3399, Base Lr: 2.11e-06
Epoch[1] Iteration[38/1608], loss: 5.0356, nitc_loss: 2.5935, ss_loss: 1.0997, citc_loss: 0.0022, ritc_loss: 1.3403, Base Lr: 2.14e-06
Epoch[1] Iteration[39/1608], loss: 4.6377, nitc_loss: 2.3849, ss_loss: 0.9660, citc_loss: 0.0021, ritc_loss: 1.2847, Base Lr: 2.17e-06
Epoch[1] Iteration[40/1608], loss: 4.7658, nitc_loss: 2.4084, ss_loss: 1.0556, citc_loss: 0.0025, ritc_loss: 1.2993, Base Lr: 2.20e-06
Epoch[1] Iteration[41/1608], loss: 4.6801, nitc_loss: 2.4604, ss_loss: 0.8930, citc_loss: 0.0026, ritc_loss: 1.3240, Base Lr: 2.23e-06
Epoch[1] Iteration[42/1608], loss: 4.7486, nitc_loss: 2.4780, ss_loss: 0.9365, citc_loss: 0.0020, ritc_loss: 1.3321, Base Lr: 2.26e-06
Epoch[1] Iteration[43/1608], loss: 4.6462, nitc_loss: 2.5033, ss_loss: 0.8584, citc_loss: 0.0027, ritc_loss: 1.2819, Base Lr: 2.29e-06
Epoch[1] Iteration[44/1608], loss: 4.6198, nitc_loss: 2.4049, ss_loss: 0.9276, citc_loss: 0.0030, ritc_loss: 1.2842, Base Lr: 2.32e-06
Epoch[1] Iteration[45/1608], loss: 4.4723, nitc_loss: 2.3820, ss_loss: 0.8043, citc_loss: 0.0028, ritc_loss: 1.2831, Base Lr: 2.35e-06
Epoch[1] Iteration[46/1608], loss: 4.8586, nitc_loss: 2.5309, ss_loss: 1.0028, citc_loss: 0.0024, ritc_loss: 1.3226, Base Lr: 2.39e-06
Epoch[1] Iteration[47/1608], loss: 4.7949, nitc_loss: 2.4972, ss_loss: 1.0110, citc_loss: 0.0022, ritc_loss: 1.2846, Base Lr: 2.42e-06
Epoch[1] Iteration[48/1608], loss: 4.6938, nitc_loss: 2.4795, ss_loss: 0.9035, citc_loss: 0.0028, ritc_loss: 1.3080, Base Lr: 2.45e-06
Epoch[1] Iteration[49/1608], loss: 4.9060, nitc_loss: 2.5165, ss_loss: 1.0591, citc_loss: 0.0027, ritc_loss: 1.3277, Base Lr: 2.48e-06
Epoch[1] Iteration[50/1608], loss: 4.6244, nitc_loss: 2.4018, ss_loss: 0.9361, citc_loss: 0.0029, ritc_loss: 1.2837, Base Lr: 2.51e-06
Epoch[1] Iteration[51/1608], loss: 4.5100, nitc_loss: 2.3544, ss_loss: 0.8760, citc_loss: 0.0033, ritc_loss: 1.2764, Base Lr: 2.54e-06
Epoch[1] Iteration[52/1608], loss: 4.8310, nitc_loss: 2.5470, ss_loss: 0.9447, citc_loss: 0.0032, ritc_loss: 1.3362, Base Lr: 2.57e-06
Epoch[1] Iteration[53/1608], loss: 4.7866, nitc_loss: 2.5072, ss_loss: 0.9347, citc_loss: 0.0042, ritc_loss: 1.3406, Base Lr: 2.60e-06
Epoch[1] Iteration[54/1608], loss: 4.6956, nitc_loss: 2.3777, ss_loss: 0.9784, citc_loss: 0.0032, ritc_loss: 1.3363, Base Lr: 2.63e-06
Epoch[1] Iteration[55/1608], loss: 4.6271, nitc_loss: 2.4704, ss_loss: 0.8282, citc_loss: 0.0041, ritc_loss: 1.3243, Base Lr: 2.66e-06
Epoch[1] Iteration[56/1608], loss: 4.3995, nitc_loss: 2.3005, ss_loss: 0.8302, citc_loss: 0.0037, ritc_loss: 1.2651, Base Lr: 2.69e-06
Epoch[1] Iteration[57/1608], loss: 4.9551, nitc_loss: 2.6592, ss_loss: 0.9278, citc_loss: 0.0040, ritc_loss: 1.3641, Base Lr: 2.72e-06
Epoch[1] Iteration[58/1608], loss: 4.5309, nitc_loss: 2.2492, ss_loss: 1.0164, citc_loss: 0.0029, ritc_loss: 1.2624, Base Lr: 2.76e-06
Epoch[1] Iteration[59/1608], loss: 4.5664, nitc_loss: 2.3640, ss_loss: 0.9152, citc_loss: 0.0040, ritc_loss: 1.2832, Base Lr: 2.79e-06
Epoch[1] Iteration[60/1608], loss: 4.2749, nitc_loss: 2.2417, ss_loss: 0.7483, citc_loss: 0.0029, ritc_loss: 1.2819, Base Lr: 2.82e-06
Epoch[1] Iteration[61/1608], loss: 4.5944, nitc_loss: 2.4423, ss_loss: 0.8284, citc_loss: 0.0033, ritc_loss: 1.3203, Base Lr: 2.85e-06
Epoch[1] Iteration[62/1608], loss: 4.6841, nitc_loss: 2.3718, ss_loss: 0.9631, citc_loss: 0.0035, ritc_loss: 1.3457, Base Lr: 2.88e-06
Epoch[1] Iteration[63/1608], loss: 4.6161, nitc_loss: 2.3807, ss_loss: 0.9273, citc_loss: 0.0029, ritc_loss: 1.3052, Base Lr: 2.91e-06
Epoch[1] Iteration[64/1608], loss: 4.4864, nitc_loss: 2.3058, ss_loss: 0.9150, citc_loss: 0.0040, ritc_loss: 1.2615, Base Lr: 2.94e-06
Epoch[1] Iteration[65/1608], loss: 4.7044, nitc_loss: 2.4655, ss_loss: 0.8982, citc_loss: 0.0031, ritc_loss: 1.3375, Base Lr: 2.97e-06
Epoch[1] Iteration[66/1608], loss: 4.5305, nitc_loss: 2.3725, ss_loss: 0.8269, citc_loss: 0.0041, ritc_loss: 1.3271, Base Lr: 3.00e-06
Epoch[1] Iteration[67/1608], loss: 4.8195, nitc_loss: 2.5025, ss_loss: 0.9160, citc_loss: 0.0038, ritc_loss: 1.3972, Base Lr: 3.03e-06
Epoch[1] Iteration[68/1608], loss: 4.5769, nitc_loss: 2.3961, ss_loss: 0.8704, citc_loss: 0.0045, ritc_loss: 1.3060, Base Lr: 3.06e-06
Epoch[1] Iteration[69/1608], loss: 4.4423, nitc_loss: 2.3133, ss_loss: 0.8489, citc_loss: 0.0048, ritc_loss: 1.2753, Base Lr: 3.09e-06
Epoch[1] Iteration[70/1608], loss: 4.6089, nitc_loss: 2.4831, ss_loss: 0.7609, citc_loss: 0.0043, ritc_loss: 1.3606, Base Lr: 3.12e-06
Epoch[1] Iteration[71/1608], loss: 4.6872, nitc_loss: 2.4227, ss_loss: 0.8830, citc_loss: 0.0038, ritc_loss: 1.3777, Base Lr: 3.16e-06
Epoch[1] Iteration[72/1608], loss: 4.5526, nitc_loss: 2.2653, ss_loss: 1.0255, citc_loss: 0.0047, ritc_loss: 1.2571, Base Lr: 3.19e-06
Epoch[1] Iteration[73/1608], loss: 4.4881, nitc_loss: 2.2622, ss_loss: 0.9353, citc_loss: 0.0046, ritc_loss: 1.2860, Base Lr: 3.22e-06
Epoch[1] Iteration[74/1608], loss: 4.2322, nitc_loss: 2.1634, ss_loss: 0.8009, citc_loss: 0.0043, ritc_loss: 1.2636, Base Lr: 3.25e-06
Epoch[1] Iteration[75/1608], loss: 4.6592, nitc_loss: 2.4561, ss_loss: 0.8640, citc_loss: 0.0044, ritc_loss: 1.3347, Base Lr: 3.28e-06
Epoch[1] Iteration[76/1608], loss: 4.3978, nitc_loss: 2.2953, ss_loss: 0.7874, citc_loss: 0.0049, ritc_loss: 1.3102, Base Lr: 3.31e-06
Epoch[1] Iteration[77/1608], loss: 4.4920, nitc_loss: 2.3971, ss_loss: 0.7552, citc_loss: 0.0054, ritc_loss: 1.3344, Base Lr: 3.34e-06
Epoch[1] Iteration[78/1608], loss: 4.1699, nitc_loss: 2.1883, ss_loss: 0.7347, citc_loss: 0.0043, ritc_loss: 1.2426, Base Lr: 3.37e-06
Epoch[1] Iteration[79/1608], loss: 4.4105, nitc_loss: 2.2164, ss_loss: 0.9231, citc_loss: 0.0047, ritc_loss: 1.2664, Base Lr: 3.40e-06
Epoch[1] Iteration[80/1608], loss: 4.3979, nitc_loss: 2.2833, ss_loss: 0.7992, citc_loss: 0.0053, ritc_loss: 1.3100, Base Lr: 3.43e-06
Epoch[1] Iteration[81/1608], loss: 4.3250, nitc_loss: 2.2268, ss_loss: 0.7743, citc_loss: 0.0050, ritc_loss: 1.3190, Base Lr: 3.46e-06
Epoch[1] Iteration[82/1608], loss: 4.0725, nitc_loss: 2.1231, ss_loss: 0.7078, citc_loss: 0.0055, ritc_loss: 1.2361, Base Lr: 3.49e-06
Epoch[1] Iteration[83/1608], loss: 4.3602, nitc_loss: 2.3525, ss_loss: 0.6493, citc_loss: 0.0054, ritc_loss: 1.3530, Base Lr: 3.53e-06
Epoch[1] Iteration[84/1608], loss: 3.9955, nitc_loss: 2.0280, ss_loss: 0.7336, citc_loss: 0.0048, ritc_loss: 1.2291, Base Lr: 3.56e-06
Epoch[1] Iteration[85/1608], loss: 4.2972, nitc_loss: 2.2076, ss_loss: 0.7925, citc_loss: 0.0050, ritc_loss: 1.2921, Base Lr: 3.59e-06
Epoch[1] Iteration[86/1608], loss: 4.6077, nitc_loss: 2.4589, ss_loss: 0.7464, citc_loss: 0.0058, ritc_loss: 1.3966, Base Lr: 3.62e-06
Epoch[1] Iteration[87/1608], loss: 4.4405, nitc_loss: 2.3816, ss_loss: 0.7215, citc_loss: 0.0054, ritc_loss: 1.3320, Base Lr: 3.65e-06
Epoch[1] Iteration[88/1608], loss: 4.5016, nitc_loss: 2.2990, ss_loss: 0.8860, citc_loss: 0.0051, ritc_loss: 1.3115, Base Lr: 3.68e-06
Epoch[1] Iteration[89/1608], loss: 4.0617, nitc_loss: 2.0089, ss_loss: 0.8377, citc_loss: 0.0055, ritc_loss: 1.2096, Base Lr: 3.71e-06
Epoch[1] Iteration[90/1608], loss: 4.4019, nitc_loss: 2.2522, ss_loss: 0.8636, citc_loss: 0.0057, ritc_loss: 1.2804, Base Lr: 3.74e-06
Epoch[1] Iteration[91/1608], loss: 4.1011, nitc_loss: 2.0672, ss_loss: 0.7657, citc_loss: 0.0062, ritc_loss: 1.2621, Base Lr: 3.77e-06
Epoch[1] Iteration[92/1608], loss: 4.0703, nitc_loss: 2.1248, ss_loss: 0.6611, citc_loss: 0.0048, ritc_loss: 1.2796, Base Lr: 3.80e-06
Epoch[1] Iteration[93/1608], loss: 3.8136, nitc_loss: 1.9008, ss_loss: 0.7475, citc_loss: 0.0062, ritc_loss: 1.1591, Base Lr: 3.83e-06
Epoch[1] Iteration[94/1608], loss: 4.1399, nitc_loss: 2.0473, ss_loss: 0.8855, citc_loss: 0.0058, ritc_loss: 1.2013, Base Lr: 3.86e-06
Epoch[1] Iteration[95/1608], loss: 4.1379, nitc_loss: 2.0764, ss_loss: 0.8082, citc_loss: 0.0056, ritc_loss: 1.2477, Base Lr: 3.89e-06
Epoch[1] Iteration[96/1608], loss: 4.4280, nitc_loss: 2.2761, ss_loss: 0.8418, citc_loss: 0.0063, ritc_loss: 1.3038, Base Lr: 3.93e-06
Epoch[1] Iteration[97/1608], loss: 4.4992, nitc_loss: 2.3571, ss_loss: 0.8076, citc_loss: 0.0066, ritc_loss: 1.3279, Base Lr: 3.96e-06
Epoch[1] Iteration[98/1608], loss: 3.9448, nitc_loss: 2.0417, ss_loss: 0.7004, citc_loss: 0.0058, ritc_loss: 1.1968, Base Lr: 3.99e-06
Epoch[1] Iteration[99/1608], loss: 4.4824, nitc_loss: 2.2181, ss_loss: 0.9861, citc_loss: 0.0045, ritc_loss: 1.2736, Base Lr: 4.02e-06
Epoch[1] Iteration[100/1608], loss: 4.1173, nitc_loss: 2.1398, ss_loss: 0.6811, citc_loss: 0.0057, ritc_loss: 1.2906, Base Lr: 4.05e-06
Epoch[1] Iteration[101/1608], loss: 3.9785, nitc_loss: 2.0251, ss_loss: 0.6536, citc_loss: 0.0064, ritc_loss: 1.2935, Base Lr: 4.08e-06
Epoch[1] Iteration[102/1608], loss: 4.4244, nitc_loss: 2.3513, ss_loss: 0.7299, citc_loss: 0.0052, ritc_loss: 1.3380, Base Lr: 4.11e-06
Epoch[1] Iteration[103/1608], loss: 4.2074, nitc_loss: 2.2039, ss_loss: 0.7015, citc_loss: 0.0064, ritc_loss: 1.2956, Base Lr: 4.14e-06
Epoch[1] Iteration[104/1608], loss: 4.4416, nitc_loss: 2.1692, ss_loss: 1.0040, citc_loss: 0.0053, ritc_loss: 1.2630, Base Lr: 4.17e-06
Epoch[1] Iteration[105/1608], loss: 4.3407, nitc_loss: 2.2164, ss_loss: 0.7693, citc_loss: 0.0058, ritc_loss: 1.3492, Base Lr: 4.20e-06
Epoch[1] Iteration[106/1608], loss: 4.3015, nitc_loss: 2.2180, ss_loss: 0.7367, citc_loss: 0.0066, ritc_loss: 1.3402, Base Lr: 4.23e-06
Epoch[1] Iteration[107/1608], loss: 4.2270, nitc_loss: 2.1673, ss_loss: 0.6734, citc_loss: 0.0059, ritc_loss: 1.3805, Base Lr: 4.26e-06
Epoch[1] Iteration[108/1608], loss: 3.9696, nitc_loss: 2.1034, ss_loss: 0.6520, citc_loss: 0.0060, ritc_loss: 1.2081, Base Lr: 4.29e-06
Epoch[1] Iteration[109/1608], loss: 4.3111, nitc_loss: 2.2435, ss_loss: 0.7715, citc_loss: 0.0063, ritc_loss: 1.2898, Base Lr: 4.33e-06
Epoch[1] Iteration[110/1608], loss: 4.7680, nitc_loss: 2.4518, ss_loss: 0.8977, citc_loss: 0.0058, ritc_loss: 1.4126, Base Lr: 4.36e-06
Epoch[1] Iteration[111/1608], loss: 4.6203, nitc_loss: 2.4952, ss_loss: 0.7554, citc_loss: 0.0066, ritc_loss: 1.3631, Base Lr: 4.39e-06
Epoch[1] Iteration[112/1608], loss: 3.9368, nitc_loss: 2.0545, ss_loss: 0.6746, citc_loss: 0.0074, ritc_loss: 1.2003, Base Lr: 4.42e-06
Epoch[1] Iteration[113/1608], loss: 4.2744, nitc_loss: 2.1346, ss_loss: 0.8416, citc_loss: 0.0062, ritc_loss: 1.2921, Base Lr: 4.45e-06
Epoch[1] Iteration[114/1608], loss: 3.9418, nitc_loss: 2.0467, ss_loss: 0.6852, citc_loss: 0.0061, ritc_loss: 1.2038, Base Lr: 4.48e-06
Epoch[1] Iteration[115/1608], loss: 4.2046, nitc_loss: 2.0882, ss_loss: 0.8134, citc_loss: 0.0063, ritc_loss: 1.2967, Base Lr: 4.51e-06
Epoch[1] Iteration[116/1608], loss: 4.6519, nitc_loss: 2.4131, ss_loss: 0.9105, citc_loss: 0.0057, ritc_loss: 1.3225, Base Lr: 4.54e-06
Epoch[1] Iteration[117/1608], loss: 4.1046, nitc_loss: 2.2293, ss_loss: 0.6205, citc_loss: 0.0059, ritc_loss: 1.2489, Base Lr: 4.57e-06
Epoch[1] Iteration[118/1608], loss: 4.0159, nitc_loss: 2.1203, ss_loss: 0.6062, citc_loss: 0.0058, ritc_loss: 1.2836, Base Lr: 4.60e-06
Epoch[1] Iteration[119/1608], loss: 3.9044, nitc_loss: 1.9937, ss_loss: 0.7388, citc_loss: 0.0066, ritc_loss: 1.1653, Base Lr: 4.63e-06
Epoch[1] Iteration[120/1608], loss: 4.2994, nitc_loss: 2.2435, ss_loss: 0.7294, citc_loss: 0.0063, ritc_loss: 1.3202, Base Lr: 4.66e-06
Epoch[1] Iteration[121/1608], loss: 4.3825, nitc_loss: 2.3108, ss_loss: 0.7049, citc_loss: 0.0066, ritc_loss: 1.3602, Base Lr: 4.70e-06
Epoch[1] Iteration[122/1608], loss: 3.8639, nitc_loss: 1.9939, ss_loss: 0.6311, citc_loss: 0.0079, ritc_loss: 1.2310, Base Lr: 4.73e-06
Epoch[1] Iteration[123/1608], loss: 4.3218, nitc_loss: 2.2507, ss_loss: 0.7208, citc_loss: 0.0073, ritc_loss: 1.3430, Base Lr: 4.76e-06
Epoch[1] Iteration[124/1608], loss: 3.8245, nitc_loss: 1.9422, ss_loss: 0.6251, citc_loss: 0.0061, ritc_loss: 1.2512, Base Lr: 4.79e-06
Epoch[1] Iteration[125/1608], loss: 4.0745, nitc_loss: 1.9657, ss_loss: 0.8682, citc_loss: 0.0075, ritc_loss: 1.2331, Base Lr: 4.82e-06
Epoch[1] Iteration[126/1608], loss: 4.0023, nitc_loss: 1.9024, ss_loss: 0.8348, citc_loss: 0.0065, ritc_loss: 1.2586, Base Lr: 4.85e-06
Epoch[1] Iteration[127/1608], loss: 3.9836, nitc_loss: 1.9951, ss_loss: 0.7650, citc_loss: 0.0064, ritc_loss: 1.2171, Base Lr: 4.88e-06
Epoch[1] Iteration[128/1608], loss: 4.5442, nitc_loss: 2.3916, ss_loss: 0.8077, citc_loss: 0.0062, ritc_loss: 1.3388, Base Lr: 4.91e-06
Epoch[1] Iteration[129/1608], loss: 3.7078, nitc_loss: 2.0105, ss_loss: 0.5300, citc_loss: 0.0077, ritc_loss: 1.1596, Base Lr: 4.94e-06
Epoch[1] Iteration[130/1608], loss: 4.1231, nitc_loss: 2.0413, ss_loss: 0.8421, citc_loss: 0.0077, ritc_loss: 1.2319, Base Lr: 4.97e-06
Epoch[1] Iteration[131/1608], loss: 4.2997, nitc_loss: 2.2218, ss_loss: 0.7714, citc_loss: 0.0072, ritc_loss: 1.2993, Base Lr: 5.00e-06
Epoch[1] Iteration[132/1608], loss: 4.2180, nitc_loss: 2.2040, ss_loss: 0.7216, citc_loss: 0.0081, ritc_loss: 1.2844, Base Lr: 5.03e-06
Epoch[1] Iteration[133/1608], loss: 3.9761, nitc_loss: 2.0745, ss_loss: 0.6427, citc_loss: 0.0085, ritc_loss: 1.2505, Base Lr: 5.06e-06
